,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
1369, on 02/10/18 00:24 AM (PST),BMW Oregon ,2012 BMW 1 Series Coupe 135i 2dr Coupe (3.0L 6cyl Turbo 6M),"Fast, Fun and a relic."," Bought my 2012 BMW 135i coupe with 19K on the odometer and am a 2nd owner. It came out of Beverly Hills, California (checked the iDrive locations) and was in pristine condition. It was on a 36 month lease and I found it after it was traded in after the lease expired...they drove it less than 7K/year. Thank you very much. Sticker was pushing $50,200 new. Ouch. I paid $20K less. I live in Portland, Oregon and it is a weekend play toy...I have an AWD SUV for work and outdoor pursuits. Even so, I ripped off the run flats and added Michelin tires that are superb in dry and wet. Better tires all the way around and handling that sticks like glue and has a great ride. Have AAA if I ever get a flat, with a 200 mile tow, included. I wanted the 135i before the 2 series appeared with electric steering and 4 cylinder engines...I have had numerous BMW's before and there is nothing like hydraulic steering...and it's all too rare these days. The steering feel is a pleasure and the ride is terrific for this sized vehicle. People seem to be out of touch these days with the pleasure of driving. Sure, there's nothing wrong at all getting from point A to B in a huge  Chevy Suburban...but if you really love to drive, fewer and fewer cars really fit that bill, but this is sure one of them. The car is a little rocket and being fast and little, I don't mention mpg or luggage room because that is not the purpose of this car, at least for me.  Heck, small sports cars are not meant to be super practical...just super fun and are there for the smiles per mile...and this car delivers. The inline 6 is magnificent...I have added a few things to make it even more enjoyable and have boosted the already powerful engine output to almost 380 hp/400 ft-lbs. torque with a simple chip tune. I've added a few more accessories from BMW and all work is done by BMW certified mechanics, so I have expectations that as well as I care for it, it will take care of me for years to come. Overall, it is among my favorite cars to drive, ever...this and my past BMW V-8 powered 550, which was a bullet disguised as a sedan. BMW's just drive very well. They are fun, stable as can be and very solid on the road. Sure, they don't have the reliability as my girlfriend's Lexus, or the super comfy ride...but when she first drove my 135i, her first comment was ""Holy cow, this is a car...and what a pleasure to drive this thing.""  She does think it's a rather interestingly proportioned car and I agree. I think it's kind of funny looking but I don't buy a car just on looks alone in any way, shape or form. Various factors/criteria are always sought and this one makes my heart beat every time I get in it.  I initially looked at Porsche Cayman (too pricey), Infiniti G37 (Japanese BMW copy for less money...no real passion), and the Audi TT (boring). I was seeking a vehicle 2-3 years old, in great condition and fun...I found at least one of each of these cars somewhat meeting that criteria but the BMW was my favorite by far and the one  that I drove away in. They say BMW lost their way a few years ago trying to move from a company that sold driving machines to just selling cars to as many people as possible...in the process, they lost purists who love to drive. Numerous articles spoke of this car being their attempt to get back to what they did best in the past...I have to agree. It's not a Costco grocery getter but it is just plain enjoyable to get in and drive each and every time.",5
1370, on 02/15/16 08:10 AM (PST),Brian ,2012 BMW 1 Series Coupe 135i 2dr Coupe (3.0L 6cyl Turbo 6M),BMW 135I, ,5
1371, on 01/22/16 13:54 PM (PST),SehrGut! ,2012 BMW 1 Series Coupe 128i 2dr Coupe (3.0L 6cyl 6M),Rockin'!," Bought my '12 128i coupe three months ago, and its everything I expected! Acceleration and road handling are superb! This is definitely a driver's car, and is comfortable for longer trips. An excellent choice!",5
1372, on 04/28/12 08:56 AM (PDT),bg1024 ,2012 BMW 1 Series Coupe 135i 2dr Coupe (3.0L 6cyl Turbo 6M),Makes Driving an Experience," Purchased a 2012 model 135i that is my fourth BMW, and by far the most fun to drive.Performance is a given with the Turbo engine, and the road ""feel"" makes for an enjoyable experience every time. There's something about knowing you can do what you want to do when you want it, particularly when someone passes you then settles in right in front of you,that gives a wonderful feel of confidence. It's one of those things that will only get better with age, sorta like it's owner!",4.75
1373, on 12/29/11 08:40 AM (PST),ksford ,2012 BMW 1 Series Coupe 128i 2dr Coupe (3.0L 6cyl 6M),My first BMW 128i," My first BMW 128i Coupe is a great purchase decision. It is FUN, responsive, comfortable, easy to operate, & has good driver visibilty.I bought the 128i after months of research and test driving other competitors like Audi, Mercedes, etc.I was looking for a personal ""driving experience"" for my comutes to work and one that allowed me to enjoy high quality workmanship that only cars of that class can consistently produce.The 128i is purely BMW!Recommend the Sports Package (sport seats are very nice), BMW IDrive, Premium & Convenience packages at a minumum (elevates the BMW driving experience).Pricey, maybe... but it's a BMW.Besides, who buys a BMW to save money? ",4.75
1374, on 11/16/11 17:46 PM (PST),point1 ,2012 BMW 1 Series Coupe 128i 2dr Coupe (3.0L 6cyl 6M),value," Finding this car with a minimum of dealer added extras is difficult and may entail European delivery. Nonetheless, I was in a market that allowed me to shop amongst dealers. I drove a number of coupes and sports cars and failed to find a car that met this one's road handling, acceleration and overall value. The engine's quiet purr and the solid feel one gets from the steering wheel needs to be experienced and balanced against the competition at this price.",4.875
1375, on 09/17/11 22:48 PM (PDT),ronssito ,2012 BMW 1 Series Coupe 128i 2dr Coupe (3.0L 6cyl 6M),A great choice!," I test drove 17 vehicles ...The only car with superior handling was the Cayman at 2x price. The heavy steering feel (a good thing), gives the car a planted, solid, one with the road feeling that is more livable than the razor, go cart Cayman.The exterior/ interior styling white over red is simply the best looking car out there.The 3 series is simply too big and bigger IS NOT better.$31K",5
1376, on 07/03/11 15:16 PM (PDT),bmw_driver_ ,2012 BMW 1 Series Coupe 135i 2dr Coupe (3.0L 6cyl Turbo 6M),BMW 135i is Fantastic," I have been incredibly pleased with my 2012 135i since getting it three weeks ago.It is powerful,responsive and a lot of fun to drive.The 7 speed double clutch transmission is fast and smooth.I was a bit sceptical at first, as I am used to using a standard manual transmission with a manual clutch, but I am a convert now.I could never shift as smoothly or as fast as I can with the automated double clutch system.I got the navigation system, which comes with iDrive.It is very intuitive and works very well. It is very easy to change map views or enter destinations. The voice activation sis a bit iffywhile driving with air conditioning on, frequently misunderstanding commands.",5
1377, on 06/27/18 12:22 PM (PDT),TNTennisPlayer ,2012 BMW 1 Series Convertible 135i 2dr Convertible (3.0L 6cyl Turbo 6M),Still best handling 4-seat convertible available!," Upgraded from a 2010 Mazda Miata GT hardtop to my 2012 BMW 135i M Sport Convertible about 4 months ago, due to need for small back seat for kiddos and desire for a bit more hp and refinement than the Miata could provide. What a difference! Double the hp + tighter suspension equaled serious handling upgrade and BMW options/refinement make the car much more daily driver user friendly.  Surprisingly, the soft top is as quite as my SUV on the hwy and ten times quieter than the Miata's hardtop.  Tiny backseats are perfect for my small kids but are barely useable for normal adults.  Truck is more than adequate for grocery runs and can hold full size suitcases in a pinch. Outward visibility is great, top up or down.  Exhaust sounds awesome under acceleration but is quiet at cruising speeds.  M Sport package gives the car an aggressive appearance.  I do miss shifting the gears in the 6 spd. manual of the Miata but the DCT transmission of the BMW is a close approximation and is more wife/valet friendly.  Serious upgrade in costs for maintenance and repairs compared to the Miata, as well---not so thrilled about that!  Shopped around and compared a lot of cars but nothing combined the small car feel/driving experience with 4 person seating as this 1 series convertible.   Happy with my purchase and would highly recommend checking one out if you have similar needs for speed/space/refinement.",4
1378, on 05/30/16 17:10 PM (PDT),paulalee ,2012 BMW 1 Series Convertible 128i 2dr Convertible (3.0L 6cyl 6M),You need fun?  This car is it!," I wanted a convertible for the few months each year we get good weather, and I wanted one that felt solid--handled tightly, felt 'close to the ground' when maneuvering, and something that screamed high quality.  I hit the jackpot with this car.  Everything about it is well made, functions at a high level, and you will still beat everyone out of the intersections!  Having this car has been a crutch of sorts, in that when I'm having a bad day and get into this car after work, all is fun again.",5
